Village,District,State,Year,Total_Net_Area,Total_Production,Fields_Count,Yield_std,Yield_min,Yield_max,NDVI_S1,NDVI_S2,NDVI_S3,NDVI_S4,NIR_S1,NIR_S2,NIR_S3,NIR_S4,RED_S1,RED_S2,RED_S3,RED_S4,VH_S1,VH_S2,VH_S3,VH_S4,VV_S1,VV_S2,VV_S3,VV_S4,Kg_per_Hectare
ambawali,chittorgarh,rajasthan,2024.0,0.1997,195.82000261,2.0,154.961178304826,870.9419,1090.0901,0.24593970521917,0.363587515105398,0.38489724161834,0.273575048638695,0.331242449281116,0.394624835038427,0.388574915585574,0.386921924343333,0.199609884936322,0.182645719236628,0.170612584848376,0.221026385129471,-19.2780784529052,-19.0482346432626,-18.1825878194178,-19.0649063325594,-11.0450849596547,-11.9481650946763,-12.0463870723041,-12.0314099443489,980.570869354031
amirama,chittorgarh,rajasthan,2022.0,0.3004,200.1100083,3.0,31.8230821417411,639.801,701.616,0.351443817076073,0.490755344127043,0.46770574496478,0.38057584692808,0.382562563213817,0.462017530264143,0.425933826647227,0.406249819704117,0.175813996246055,0.152623110542636,0.149824932648529,0.179595223837149,-18.3690000150437,-17.3129724650601,-16.9282670729378,-18.377220029912,-10.8511742045638,-11.7491653202346,-11.357233983644,-11.9636394957212,666.145167443409
amirama,chittorgarh,rajasthan,2023.0,0.5945,413.95999563,6.0,35.847996727781,635.0505,735.6037,0.430918153008676,0.518455828194811,0.481354393475768,0.304316752476734,0.433303292666335,0.481105552794729,0.465785334115756,0.370283642272546,0.16500778663646,0.148005912899019,0.159915439969369,0.19735669281051,-17.2571406418331,-16.1587607722649,-16.6680488825747,-19.128982133258,-10.5079926868319,-10.5101170471293,-11.5005878083286,-12.5397612063362,696.316224777124
amirama,chittorgarh,rajasthan,2024.0,0.5091,472.77000648,5.0,66.5571445279543,844.6064,1030.2885,0.292195663514256,0.431582216936016,0.433788062956265,0.265440734045612,0.345381032498817,0.447898662799481,0.411547651978611,0.377263802191711,0.182606308724245,0.172776203361419,0.159204824906076,0.219019712321793,-19.0567895913348,-17.7184358161142,-17.0064628554624,-19.7256251989908,-10.6262079612349,-11.4225700179245,-11.3380140597309,-12.2184203888153,928.638787035946
anandpura,chittorgarh,rajasthan,2024.0,0.0952,83.1299728,1.0,46.01483634756405,873.214,873.214,0.22912027679145,0.385972367776059,0.427861382915993,0.1690892201089,0.299557303945771,0.377767362175842,0.409848214717635,0.301787471399848,0.18503426143962,0.165374663822795,0.159001535610697,0.214301456007765,-19.7322639194917,-18.1591753771789,-18.4848394056811,-18.555657681137,-10.9300264278834,-11.6200183972944,-12.2907609618418,-11.5190323883956,873.214
andhariyokijopdiya,chittorgarh,rajasthan,2024.0,0.0986,80.3500274,1.0,46.01483634756405,814.909,814.909,0.201632897708101,0.244989337317208,0.206275686991896,0.169538216144207,0.352641488070165,0.381637802689609,0.340347789393502,0.345999905786227,0.235831467341377,0.232015932965668,0.224481867764576,0.246700986898067,-20.3486037252975,-20.5670337254011,-20.0778296409083,-20.5767578308043,-12.350004706315,-12.993781380688,-12.8969093439614,-13.0365468317233,814.909
anoppura,chittorgarh,rajasthan,2024.0,0.098,109.4900002,1.0,46.01483634756405,1117.2449,1117.2449,0.316856961599914,0.361278503514065,0.301632731873029,0.223519229261996,0.350004237397425,0.391809887415981,0.357886688446424,0.354788610703156,0.178371784977944,0.180317253508581,0.187191526644159,0.224282379372602,-18.3695796817268,-17.8025632761766,-17.9144874997717,-18.3045845314451,-10.808745993108,-11.0970119806328,-11.3834365329614,-11.2695567126868,1117.2449
anoppurakhardi,chittorgarh,rajasthan,2022.0,0.0997,59.0899966,1.0,46.01483634756405,592.678,592.678,0.307133994644925,0.274006805327448,0.248256824535762,0.219078179718252,0.333659015627333,0.323345110514746,0.288540989662696,0.306206207273593,0.174706197278558,0.181789903680576,0.171055913238156,0.19443448843122,-17.1139993998543,-17.0621509875896,-17.3239988795834,-16.9590311952794,-10.534939102415,-10.9002577902999,-10.8601116440938,-10.7087138503321,592.678
anoppurakhardi,chittorgarh,rajasthan,2024.0,0.298,263.3400093,3.0,126.535062912749,800.607,1028.929,0.29007331731897,0.29038457981559,0.215813324533278,0.192982177428045,0.324150508248145,0.334935311874912,0.299972160103448,0.315445491640066,0.176664183309642,0.183104533809177,0.192593627191835,0.213297649482275,-17.7452362424542,-17.722649188744,-17.3072941249911,-17.2416625646669,-10.5295339785424,-10.9077519598235,-10.9909800806282,-10.694237565947,883.691306375839
anwalheda,chittorgarh,rajasthan,2022.0,2.0853,1325.0601621,21.0,44.4493049876406,536.081,741.863,0.117752159039569,0.118083421676196,0.151377484939921,0.116485698868152,0.273977964089894,0.288825819751556,0.282278800986684,0.27784817951247,0.199262961141526,0.211559771004219,0.192476908356807,0.205083436664,-23.4014991335668,-23.1519835762338,-23.3291978332675,-23.067036006371,-17.0799881061527,-17.7535711291097,-18.1991621638793,-16.9642689703724,635.429032801036
anwalheda,chittorgarh,rajasthan,2023.0,0.3926,305.69999775,4.0,69.7608175331671,711.4141,875.6839,0.0990565066710563,0.102385627716104,0.110003146774447,0.110972373650653,0.282998668155456,0.280035960581759,0.292721383085027,0.280839764640779,0.218016634320365,0.213392273384774,0.22287048414126,0.21182109096591,-26.6102207157574,-26.5665663012212,-23.0234363172087,-22.9926130585689,-15.2525957410977,-17.4856813817057,-17.1392419323715,-15.7174762763929,778.655113983698
anwalheda,chittorgarh,rajasthan,2024.0,0.3972,355.7699636,4.0,42.6308985674319,855.08,952.147,0.101086903633188,0.130498959555012,0.128780325011316,0.112392184502918,0.266802187270932,0.276607161672045,0.277366866483122,0.293433122807543,0.203538449562035,0.197103201719015,0.198754653697837,0.222101645794254,-26.6145229728303,-26.0538152517206,-26.244601737918,-25.6169880775905,-18.0462858521233,-17.7001618102212,-17.0132146237824,-16.6841452511448,895.694772406848
anwalhedaa,chittorgarh,rajasthan,2024.0,3.4173,3469.070016,34.0,181.360325860868,831.415,1459.649,0.101086903633188,0.130498959555012,0.128780325011316,0.112392184502918,0.266802187270932,0.276607161672045,0.277366866483122,0.293433122807543,0.203538449562035,0.197103201719015,0.198754653697837,0.222101645794254,-26.6145229728303,-26.0538152517206,-26.244601737918,-25.6169880775905,-18.0462858521233,-17.7001618102212,-17.0132146237824,-16.6841452511448,1015.14939162497
anwalhedab,chittorgarh,rajasthan,2024.0,0.8058,767.0399783,8.0,158.746317586762,836.364,1256.225,0.101086903633188,0.130498959555012,0.128780325011316,0.112392184502918,0.266802187270932,0.276607161672045,0.277366866483122,0.293433122807543,0.203538449562035,0.197103201719015,0.198754653697837,0.222101645794254,-26.6145229728303,-26.0538152517206,-26.244601737918,-25.6169880775905,-18.0462858521233,-17.7001618102212,-17.0132146237824,-16.6841452511448,951.898707247456
araned,chittorgarh,rajasthan,2022.0,0.298,199.9800256,3.0,124.688550879114,527.912,754.536,0.282968466114227,0.393141536417385,0.427871854266258,0.371821939980544,0.331397564465294,0.388768209755622,0.405106908380925,0.403309118036164,0.181761849623156,0.165746897885836,0.158253904766035,0.182948315727893,-18.7829474073719,-18.1357772003616,-17.9340613959819,-18.2888573373319,-11.0398860242102,-11.8620569409326,-11.6065647693286,-11.3959246221426,671.073911409396
araned,chittorgarh,rajasthan,2023.0,0.9816,719.4400751,10.0,17.1779579047621,712.713,756.269,0.302985943906528,0.381128895974154,0.406874836582094,0.312805576269118,0.357507478039432,0.385303059119372,0.420366415159662,0.367214928875018,0.188523033058783,0.16910723371822,0.174801556702013,0.190494305959357,-18.6519255456782,-17.7484803269296,-17.5431763045039,-18.245431514448,-11.2059965242103,-11.0480748726916,-11.3943396148424,-11.7195693508586,732.925911878566
arniyapanth,chittorgarh,rajasthan,2022.0,0.5957,387.44000339,6.0,33.3952491510394,597.4869,695.935,0.242364911766162,0.386283208003439,0.431090743612205,0.410884836716005,0.314687248922973,0.380843913756801,0.397753972125303,0.409219842117342,0.18760770930535,0.164864155554569,0.153931617994269,0.167878026989244,-18.3838373663397,-17.946341956943,-17.4843204989156,-17.9334579667747,-10.1673086597217,-11.2875093166197,-11.0933979753004,-11.7871203343263,650.394499563539
arniyapanth,chittorgarh,rajasthan,2023.0,1.5078,1079.54000573,15.0,31.3137662860617,671.8,789.1213,0.278726646969051,0.402275373758392,0.447335168263476,0.386884627450234,0.357513534202368,0.404671188448434,0.431457700727539,0.388821105062223,0.19659153702032,0.168143814260263,0.159809680249638,0.168490340243463,-17.3493803417915,-17.0062203873256,-17.8184943845786,-18.2830900489835,-9.50331697664147,-10.4905133246898,-11.5727862511951,-11.823730284288,715.970291636822
arniyapanth,chittorgarh,rajasthan,2024.0,1.2933,1139.9499558,13.0,75.638051625861,794.626,1081.643,0.202989400242929,0.358831164707467,0.405348407267381,0.347388698092094,0.292657185428656,0.367484264786844,0.392866971638902,0.392060949839359,0.191914922312316,0.17215734073774,0.162446437247739,0.188700260986928,-18.2926990987682,-18.0686743351941,-17.6641101254925,-18.2931478288173,-9.84037630954628,-10.8148668878538,-11.4762670670155,-11.6228309838299,881.427322199026
arnoda,chittorgarh,rajasthan,2022.0,0.1935,127.8800001,2.0,50.5008592055621,624.3386,695.7576,0.26337263087745,0.327466301998231,0.339029051116008,0.379070999069303,0.342488940103765,0.366007710359627,0.35459540485783,0.404288893733217,0.198768059644844,0.183612229890093,0.173355656189403,0.178928796574598,-16.8840847115398,-16.8021690078558,-16.4698184233295,-16.8589624163591,-10.0176497050967,-10.7817257754043,-10.1936860177496,-11.4456922643896,660.878553488372
arnoda,chittorgarh,rajasthan,2023.0,0.1968,143.200004,2.0,22.6309525318755,711.9,743.905,0.28457969818279,0.345814705987811,0.368078816805991,0.344196228390778,0.372581886941306,0.375347557803839,0.401870709868545,0.386475366323914,0.206457489966044,0.179889169532439,0.180461347578383,0.183511318896619,-16.4949781820005,-16.3895789935262,-16.8181207432436,-16.5020330531612,-9.67105700275709,-10.1886014315865,-11.1594677226143,-10.8088950724805,727.642296747967
arnoda,chittorgarh,rajasthan,2024.0,0.4978,447.7301292,5.0,33.2644840032128,847.989,935.415,0.256275821412836,0.282508259227136,0.364030261388423,0.339762353071544,0.335091710207743,0.357383392666047,0.389662611033768,0.402788840539743,0.197578712580428,0.200334328730634,0.177437110047959,0.194847490260999,-16.9946815818326,-16.9299101217105,-16.4456598905378,-17.0024637921795,-9.9780534593177,-10.2662257701595,-10.8843174218957,-11.1879989933749,899.41769626356
arnoda-a,chittorgarh,rajasthan,2022.0,0.3024,204.6799388,3.0,48.6542243592476,625.908,722.29,0.26337263087745,0.327466301998231,0.339029051116008,0.379070999069303,0.342488940103765,0.366007710359627,0.35459540485783,0.404288893733217,0.198768059644844,0.183612229890093,0.173355656189403,0.178928796574598,-16.8840847115398,-16.8021690078558,-16.4698184233295,-16.8589624163591,-10.0176497050967,-10.7817257754043,-10.1936860177496,-11.4456922643896,676.851649470899
arnoda-a,chittorgarh,rajasthan,2023.0,0.9055,624.53000545,9.0,66.9865169454665,513.7374,728.8754,0.28457969818279,0.345814705987811,0.368078816805991,0.344196228390778,0.372581886941306,0.375347557803839,0.401870709868545,0.386475366323914,0.206457489966044,0.179889169532439,0.180461347578383,0.183511318896619,-16.4949781820005,-16.3895789935262,-16.8181207432436,-16.5020330531612,-9.67105700275709,-10.1886014315865,-11.1594677226143,-10.8088950724805,689.707350027609
arnoda-a,chittorgarh,rajasthan,2024.0,0.9039,852.43000097,9.0,104.234438678536,815.9435,1074.2424,0.256275821412836,0.282508259227136,0.364030261388423,0.339762353071544,0.335091710207743,0.357383392666047,0.389662611033768,0.402788840539743,0.197578712580428,0.200334328730634,0.177437110047959,0.194847490260999,-16.9946815818326,-16.9299101217105,-16.4456598905378,-17.0024637921795,-9.9780534593177,-10.2662257701595,-10.8843174218957,-11.1879989933749,943.057861455913
arnoda-b,chittorgarh,rajasthan,2022.0,0.3008,202.6999824,3.0,56.5791758187881,611.8,722.6,0.26337263087745,0.327466301998231,0.339029051116008,0.379070999069303,0.342488940103765,0.366007710359627,0.35459540485783,0.404288893733217,0.198768059644844,0.183612229890093,0.173355656189403,0.178928796574598,-16.8840847115398,-16.8021690078558,-16.4698184233295,-16.8589624163591,-10.0176497050967,-10.7817257754043,-10.1936860177496,-11.4456922643896,673.869622340426
arnoda-b,chittorgarh,rajasthan,2023.0,1.3121,931.44999248,13.0,18.9313172658699,685.3899,737.1845,0.28457969818279,0.345814705987811,0.368078816805991,0.344196228390778,0.372581886941306,0.375347557803839,0.401870709868545,0.386475366323914,0.206457489966044,0.179889169532439,0.180461347578383,0.183511318896619,-16.4949781820005,-16.3895789935262,-16.8181207432436,-16.5020330531612,-9.67105700275709,-10.1886014315865,-11.1594677226143,-10.8088950724805,709.892532947184
arnoda-b,chittorgarh,rajasthan,2024.0,1.5078,1345.30002153,15.0,100.382650954937,810.6426,1222.9146,0.256275821412836,0.282508259227136,0.364030261388423,0.339762353071544,0.335091710207743,0.357383392666047,0.389662611033768,0.402788840539743,0.197578712580428,0.200334328730634,0.177437110047959,0.194847490260999,-16.9946815818326,-16.9299101217105,-16.4456598905378,-17.0024637921795,-9.9780534593177,-10.2662257701595,-10.8843174218957,-11.1879989933749,892.227100099483
arnoda-c,chittorgarh,rajasthan,2022.0,1.0901,690.6100529,11.0,56.7567502647763,517.348,763.316,0.26337263087745,0.327466301998231,0.339029051116008,0.379070999069303,0.342488940103765,0.366007710359627,0.35459540485783,0.404288893733217,0.198768059644844,0.183612229890093,0.173355656189403,0.178928796574598,-16.8840847115398,-16.8021690078558,-16.4698184233295,-16.8589624163591,-10.0176497050967,-10.7817257754043,-10.1936860177496,-11.4456922643896,633.529082561233
arnoda-c,chittorgarh,rajasthan,2023.0,1.5991,1129.46001013,16.0,28.9334392405253,668.4476,766.2402,0.28457969818279,0.345814705987811,0.368078816805991,0.344196228390778,0.372581886941306,0.375347557803839,0.401870709868545,0.386475366323914,0.206457489966044,0.179889169532439,0.180461347578383,0.183511318896619,-16.4949781820005,-16.3895789935262,-16.8181207432436,-16.5020330531612,-9.67105700275709,-10.1886014315865,-11.1594677226143,-10.8088950724805,706.309805596898
arnoda-c,chittorgarh,rajasthan,2024.0,1.2989,1238.17999599,13.0,129.169364228369,813.189,1133.7904,0.256275821412836,0.282508259227136,0.364030261388423,0.339762353071544,0.335091710207743,0.357383392666047,0.389662611033768,0.402788840539743,0.197578712580428,0.200334328730634,0.177437110047959,0.194847490260999,-16.9946815818326,-16.9299101217105,-16.4456598905378,-17.0024637921795,-9.9780534593177,-10.2662257701595,-10.8843174218957,-11.1879989933749,953.252749241666
arnoda-d,chittorgarh,rajasthan,2022.0,1.3947,911.8799688,14.0,48.1745154914988,551.091,745.046,0.26337263087745,0.327466301998231,0.339029051116008,0.379070999069303,0.342488940103765,0.366007710359627,0.35459540485783,0.404288893733217,0.198768059644844,0.183612229890093,0.173355656189403,0.178928796574598,-16.8840847115398,-16.8021690078558,-16.4698184233295,-16.8589624163591,-10.0176497050967,-10.7817257754043,-10.1936860177496,-11.4456922643896,653.8180030114
arnoda-d,chittorgarh,rajasthan,2023.0,2.414,1692.24000682,24.0,20.9717483673089,648.4638,752.4802,0.28457969818279,0.345814705987811,0.368078816805991,0.344196228390778,0.372581886941306,0.375347557803839,0.401870709868545,0.386475366323914,0.206457489966044,0.179889169532439,0.180461347578383,0.183511318896619,-16.4949781820005,-16.3895789935262,-16.8181207432436,-16.5020330531612,-9.67105700275709,-10.1886014315865,-11.1594677226143,-10.8088950724805,701.010773330572
arnoda-d,chittorgarh,rajasthan,2024.0,2.5089,2243.97998343,25.0,78.8900272475129,798.4421,1080.4632,0.256275821412836,0.282508259227136,0.364030261388423,0.339762353071544,0.335091710207743,0.357383392666047,0.389662611033768,0.402788840539743,0.197578712580428,0.200334328730634,0.177437110047959,0.194847490260999,-16.9946815818326,-16.9299101217105,-16.4456598905378,-17.0024637921795,-9.9780534593177,-10.2662257701595,-10.8843174218957,-11.1879989933749,894.407901243573
arnoda-e,chittorgarh,rajasthan,2022.0,1.3026,841.7899134,13.0,29.3250179128631,600.298,711.515,0.26337263087745,0.327466301998231,0.339029051116008,0.379070999069303,0.342488940103765,0.366007710359627,0.35459540485783,0.404288893733217,0.198768059644844,0.183612229890093,0.173355656189403,0.178928796574598,-16.8840847115398,-16.8021690078558,-16.4698184233295,-16.8589624163591,-10.0176497050967,-10.7817257754043,-10.1936860177496,-11.4456922643896,646.238226163058
arnoda-e,chittorgarh,rajasthan,2023.0,1.6128,1143.98998638,16.0,17.5047215223589,677.3913,741.9778,0.28457969818279,0.345814705987811,0.368078816805991,0.344196228390778,0.372581886941306,0.375347557803839,0.401870709868545,0.386475366323914,0.206457489966044,0.179889169532439,0.180461347578383,0.183511318896619,-16.4949781820005,-16.3895789935262,-16.8181207432436,-16.5020330531612,-9.67105700275709,-10.1886014315865,-11.1594677226143,-10.8088950724805,709.319187983631
